fecha,registrado_utc,version,SPY_activos,SPY_acciones,QQQ_activos,QQQ_acciones,IWM_activos,IWM_acciones,EFA_activos,EFA_acciones,EEM_activos,XLK_activos,XLF_activos,XLF_acciones,XLV_activos,XLE_activos,XLE_acciones,XLI_activos,XLI_acciones,XLY_activos,XLP_activos,XLP_acciones,XLU_activos,XLU_acciones,XLB_activos,XLB_acciones,XLRE_activos,XLC_activos,SMH_activos,KRE_activos,TLT_activos,TLT_acciones,HYG_activos,LQD_activos,GLD_activos,GLD_acciones,ARGT_activos
2026-09-22,2026-09-23T01:19:18+00:00,0.1.0,811937038336.0,917782016.0,488981004288.0,393100000.0,80460996608.0,281049984.0,79317098496.0,938400000.0,31207041024.0,121437732864.0,54592368640.0,883444992.0,43909783552.0,41438105600.0,186424000.0,31947403264.0,136626000.0,22749814784.0,14524716032.0,210172000.0,21836873728.0,163274000.0,8752943104.0,71923696.0,8312176128.0,22430177280.0,67787030528.0,4010872832.0,47046328320.0,109700000.0,16186192896.0,32042811392.0,152861196288.0,260300000.0,815331200.0
